,zip,num_results,restaurant_ids,necessary,checked_this_month
757,02493,0,,True,False
758,02494,0,,True,False
759,02495,0,,True,False
760,02532,0,,True,False
761,02534,0,,True,False
762,02535,0,,True,False
763,02536,0,,True,False
764,02537,0,,True,False
765,02538,0,,True,False
766,02539,0,,True,False
767,02540,0,,True,False
768,02541,0,,True,False
769,02542,0,,True,False
770,02543,0,,True,False
771,02552,0,,True,False
772,02553,0,,True,False
773,02554,0,,True,False
774,02556,0,,True,False
775,02557,0,,True,False
776,02558,0,,True,False
777,02559,0,,True,False
778,02561,0,,True,False
779,02562,0,,True,False
780,02563,0,,True,False
781,02564,0,,True,False
782,02568,0,,True,False
783,02571,0,,True,False
784,02574,0,,True,False
785,02575,0,,True,False
786,02576,0,,True,False
787,02584,0,,True,False
788,02601,0,,True,False
789,02630,0,,True,False
790,02631,0,,True,False
791,02632,0,,True,False
792,02633,0,,True,False
793,02634,0,,True,False
794,02635,0,,True,False
795,02637,0,,True,False
796,02638,0,,True,False
797,02639,0,,True,False
798,02641,0,,True,False
799,02642,0,,True,False
800,02643,0,,True,False
801,02644,0,,True,False
802,02645,0,,True,False
803,02646,0,,True,False
804,02647,0,,True,False
805,02648,0,,True,False
806,02649,0,,True,False
807,02650,0,,True,False
808,02651,0,,True,False
809,02652,0,,True,False
810,02653,0,,True,False
811,02655,0,,True,False
812,02657,0,,True,False
813,02659,0,,True,False
814,02660,0,,True,False
815,02661,0,,True,False
816,02662,0,,True,False
817,02663,0,,True,False
818,02664,0,,True,False
819,02666,0,,True,False
820,02667,0,,True,False
821,02668,0,,True,False
822,02669,0,,True,False
823,02670,0,,True,False
824,02671,0,,True,False
825,02672,0,,True,False
826,02673,0,,True,False
827,02675,0,,True,False
828,02702,0,,True,False
829,02703,0,,True,False
830,02712,0,,True,False
831,02713,0,,True,False
832,02714,0,,True,False
833,02715,0,,True,False
834,02717,0,,True,False
835,02718,0,,True,False
836,02719,0,,True,False
837,02720,0,,True,False
838,02721,0,,True,False
839,02722,0,,True,False
840,02723,0,,True,False
841,02724,0,,True,False
842,02725,0,,True,False
843,02726,0,,True,False
844,02738,0,,True,False
845,02739,0,,True,False
846,02740,0,,True,False
847,02741,0,,True,False
848,02742,0,,True,False
849,02743,0,,True,False
850,02744,0,,True,False
851,02745,0,,True,False
852,02746,0,,True,False
853,02747,0,,True,False
854,02748,0,,True,False
855,02760,0,,True,False
856,02761,0,,True,False
857,02762,0,,True,False
858,02763,0,,True,False
859,02764,0,,True,False
860,02766,0,,True,False
861,02767,0,,True,False
862,02768,0,,True,False
863,02769,0,,True,False
864,02770,0,,True,False
865,02771,0,,True,False
866,02777,0,,True,False
867,02779,0,,True,False
868,02780,0,,True,False
869,02790,0,,True,False
870,02791,0,,True,False
871,02801,0,,True,False
872,02802,0,,True,False
873,02804,0,,True,False
874,02806,0,,True,False
875,02807,0,,True,False
876,02808,0,,True,False
877,02809,0,,True,False
878,02812,0,,True,False
879,02813,0,,True,False
880,02814,0,,True,False
881,02815,0,,True,False
882,02816,0,,True,False
883,02817,0,,True,False
884,02818,0,,True,False
885,02822,0,,True,False
886,02823,0,,True,False
887,02824,0,,True,False
888,02825,0,,True,False
889,02826,0,,True,False
890,02827,0,,True,False
891,02828,0,,True,False
892,02829,0,,True,False
893,02830,0,,True,False
894,02831,0,,True,False
895,02832,0,,True,False
896,02833,0,,True,False
897,02835,0,,True,False
898,02836,0,,True,False
899,02837,0,,True,False
900,02838,0,,True,False
901,02839,0,,True,False
902,02840,0,,True,False
903,02841,0,,True,False
904,02842,0,,True,False
905,02852,0,,True,False
906,02857,0,,True,False
907,02858,0,,True,False
908,02859,0,,True,False
909,02860,0,,True,False
910,02861,0,,True,False
911,02862,0,,True,False
912,02863,0,,True,False
913,02864,0,,True,False
914,02865,0,,True,False
915,02871,0,,True,False
916,02872,0,,True,False
917,02873,0,,True,False
918,02874,0,,True,False
919,02875,0,,True,False
920,02876,0,,True,False
921,02877,0,,True,False
922,02878,0,,True,False
923,02879,0,,True,False
924,02880,0,,True,False
925,02881,0,,True,False
926,02882,0,,True,False
927,02883,0,,True,False
928,02885,0,,True,False
929,02886,0,,True,False
930,02887,0,,True,False
931,02888,0,,True,False
932,02889,0,,True,False
933,02891,0,,True,False
934,02892,0,,True,False
935,02893,0,,True,False
936,02894,0,,True,False
937,02895,0,,True,False
938,02896,0,,True,False
939,02898,0,,True,False
940,02901,0,,True,False
941,02902,0,,True,False
942,02903,0,,True,False
943,02904,0,,True,False
944,02905,0,,True,False
945,02906,0,,True,False
946,02907,0,,True,False
947,02908,0,,True,False
948,02909,0,,True,False
949,02910,0,,True,False
950,02911,0,,True,False
951,02912,0,,True,False
952,02914,0,,True,False
953,02915,0,,True,False
954,02916,0,,True,False
955,02917,0,,True,False
956,02918,0,,True,False
957,02919,0,,True,False
958,02920,0,,True,False
959,02921,0,,True,False
960,02940,0,,True,False
961,03031,0,,True,False
962,03032,0,,True,False
963,03033,0,,True,False
964,03034,0,,True,False
965,03036,0,,True,False
966,03037,0,,True,False
967,03038,0,,True,False
968,03040,0,,True,False
969,03041,0,,True,False
970,03042,0,,True,False
971,03043,0,,True,False
972,03044,0,,True,False
973,03045,0,,True,False
974,03046,0,,True,False
975,03047,0,,True,False
976,03048,0,,True,False
977,03049,0,,True,False
978,03051,0,,True,False
979,03052,0,,True,False
