,lat,lon,radius,region,num_results,checked_this_month
432,41.24566,-123.14659,14.7,Lower 48,0,False
433,41.12567,-123.09923,14.7,Lower 48,0,False
434,41.00568,-123.05203,14.7,Lower 48,0,False
435,40.88568,-123.00498,14.7,Lower 48,0,False
436,40.76567,-122.9581,14.7,Lower 48,0,False
437,40.64566,-122.91138,14.7,Lower 48,0,False
438,40.52564,-122.86481,14.7,Lower 48,0,False
439,40.40561,-122.8184,14.7,Lower 48,0,False
440,40.28557,-122.77215,14.7,Lower 48,0,False
441,40.16553,-122.72605,14.7,Lower 48,0,False
442,40.04547,-122.68011,14.7,Lower 48,0,False
443,39.92541,-122.63432,14.7,Lower 48,0,False
444,39.80534,-122.58868,14.7,Lower 48,0,False
445,39.68525,-122.54319,14.7,Lower 48,0,False
446,39.56516,-122.49785,14.7,Lower 48,0,False
447,39.44505,-122.45267,14.7,Lower 48,0,False
448,39.32493,-122.40764,14.7,Lower 48,0,False
449,39.2048,-122.36275,14.7,Lower 48,0,False
450,39.08466,-122.31801,14.7,Lower 48,0,False
451,38.9645,-122.27342,14.7,Lower 48,0,False
452,38.84433,-122.22898,14.7,Lower 48,0,False
453,38.72414,-122.18468,14.7,Lower 48,0,False
454,38.60394,-122.14053,14.7,Lower 48,0,False
455,38.48372,-122.09653,14.7,Lower 48,0,False
456,38.36349,-122.05266,14.7,Lower 48,0,False
457,38.24324,-122.00895,14.7,Lower 48,0,False
458,38.12298,-121.96537,14.7,Lower 48,0,False
459,38.0027,-121.92194,14.7,Lower 48,0,False
460,37.8824,-121.87865,14.7,Lower 48,0,False
461,37.76208,-121.8355,14.7,Lower 48,0,False
462,37.64175,-121.79249,14.7,Lower 48,0,False
463,37.52139,-121.74962,14.7,Lower 48,0,False
464,37.40102,-121.70688,14.7,Lower 48,0,False
465,37.28063,-121.66429,14.7,Lower 48,0,False
466,37.16022,-121.62183,14.7,Lower 48,0,False
467,37.03978,-121.57951,14.7,Lower 48,0,False
